Country,Date,Round,Coordinates,Region
Argentina,2025-06-11,1,"-27.803221963196219,-64.237572101536728","Santiago del Estero"
Australia,2025-06-11,2,"-34.966065662388836,117.35430570613373","Western Australia"
Slovenia,2025-06-11,3,"45.91348735745126,14.243644155718277",Logatec
Italy,2025-06-11,4,"42.391512830411784,11.211001447840916",Toscana
"Isle of Man",2025-06-11,5,"54.076721401505843,-4.6429904635704684",Castletown
"United States",2025-06-12,1,"45.6508197324768,-111.04538426225571",Montana
Greenland,2025-06-12,2,"60.909884754451959,-46.062359552296364","Kujalleq Kommune"
Luxembourg,2025-06-12,3,"49.497102063101444,5.9704909918009346",Esch-sur-Alzette
Philippines,2025-06-12,4,"14.8280026128626,120.27525413621889",Zambales
Finland,2025-06-12,5,"61.127602867333849,21.510850813308583",Satakunta
Spain,2025-06-13,1,"42.813305837138522,-1.6984631024347308",Navarra
Poland,2025-06-13,2,"51.716310999227744,19.497414516505181","Województwo łódzkie"
Russia,2025-06-13,3,"53.181072163522437,50.26483856633412","Samarskaya oblast'"
"South Africa",2025-06-13,4,"-33.323849622307094,26.515232363217759","Eastern Cape"
Japan,2025-06-13,5,"33.548807343512514,133.55929416836938",Kochi
Sweden,2025-06-14,1,"58.279258166485988,12.29192391416567","Västra Götalands län"
Argentina,2025-06-14,2,"-36.660239721397652,-64.2908426076693","La Pampa"
Ukraine,2025-06-14,3,"51.513783255140908,31.238348229512916","Chernihivs'ka oblast"
Estonia,2025-06-14,4,"58.366999054382383,24.537931151565445","Pärnu maakond"
Brazil,2025-06-14,5,"-14.250388385678844,-42.747531657619845",Bahia
Ghana,2025-06-15,1,"6.194823185552556,-1.690798713302039","Ashanti Region"
Ireland,2025-06-15,2,"53.865674567948922,-7.2078574804499889","County Cavan"
Colombia,2025-06-15,3,"4.796866418303134,-74.343379109032412",Cundinamarca
"United States",2025-06-15,4,"34.362671584878221,-89.519498664437165",Mississippi
Bangladesh,2025-06-15,5,"24.3633612699576,88.567249425249955","Rajshahi Division"
Canada,2025-06-16,1,"52.26947646155481,-113.83544417544125",Alberta
Türkiye,2025-06-16,2,"41.664391591240523,26.56102732798108",Edirne
Bulgaria,2025-06-16,3,"43.412002516323355,28.349546613708366","Dobrich Province"
Albania,2025-06-16,4,"41.773070848461359,19.625561506056975","Lezhë County"
Bolivia,2025-06-16,5,"-19.606516783144759,-65.74279495444118","Departamento de Potosí"
Brazil,2025-06-17,1,"2.7789735755008178,-60.749465846583149",Roraima
"United States",2025-06-17,2,"48.078807477624807,-98.927868185356161","North Dakota"
Australia,2025-06-17,3,"-23.137802654168613,150.74598917537304",Queensland
Montenegro,2025-06-17,4,"42.767815009134857,18.954550590756586","Opština Nikšić"
Kyrgyzstan,2025-06-17,5,"40.772116354415225,73.292329187397257","Osh Region"
Sweden,2025-06-18,1,"65.849722189398122,24.096354560888543","Norrbottens län"
Portugal,2025-06-18,2,"37.138035998092974,-7.5955798303650033",Faro
Paraguay,2025-06-18,3,"-22.552292243422354,-55.723132125059095",Amambai
France,2025-06-18,4,"45.4070301713706,2.0452205472327494",Nouvelle-Aquitaine
Italy,2025-06-18,5,"40.936362477188027,17.300188456173739",Puglia
Croatia,2025-06-19,1,"45.479004274287711,15.543418011860197","Karlovačka županija"
Cambodia,2025-06-19,2,"13.733772709696366,107.0026742103023","Ratanakiri Province"
"Hong Kong",2025-06-19,3,"22.245205439156692,114.15671439676024","Hong Kong Island"
Belgium,2025-06-19,4,"51.346220330220625,3.280866594578483",Vlaanderen
"United Kingdom",2025-06-19,5,"51.272456269177376,-1.0612837042391334",Hampshire
"South Africa",2025-06-20,1,"-28.451824118962278,21.235053483768777","Northern Cape"
Russia,2025-06-20,2,"42.84181486595417,132.93002706270508","Primorskiy kray"
"North Macedonia",2025-06-20,3,"41.71357358972115,21.771320522296556","Municipality of Veles"
Egypt,2025-06-20,4,"31.212972536730383,29.885012324181307","Alexandria Governorate"
Switzerland,2025-06-20,5,"47.358965729324041,8.7084668983611451",Zürich
Malta,2025-06-21,1,"35.8152563385508,14.525971647796972",Malta
Canada,2025-06-21,2,"53.9966811946236,-97.789229183433",Manitoba
Thailand,2025-06-21,3,"12.66134909308802,101.27082328884777","Chang Wat Rayong"
Indonesia,2025-06-21,4,"-6.0180530175685272,106.06564304960135",Banten
Hungary,2025-06-21,5,"47.174680652511256,18.39918039193374",Fejér
Germany,2025-06-22,1,"53.550360374013152,9.85466370149829",Hamburg
Uruguay,2025-06-22,2,"-34.777727533660865,-55.746931810336172","Departamento de Canelones"
"New Zealand",2025-06-22,3,"-38.679246091063447,178.03107974547558","Gisborne Region"
Poland,2025-06-22,4,"53.387948345474463,14.507122072538689","Województwo zachodniopomorskie"
Mexico,2025-06-22,5,"19.299952452553988,-99.6518176498814","Estado de México"
Czechia,2025-06-23,1,"49.727877034505148,13.348598640654394","Plzeňský kraj"
Greece,2025-06-23,2,"39.623865403855476,19.92204319080955","Ionian Islands"
Japan,2025-06-23,3,"34.459209191596223,136.72264106209332",Mie
Taiwan,2025-06-23,4,"24.020777553200165,121.13515237237617","Nantou County"
Senegal,2025-06-23,5,"14.157047851760534,-16.068505294343694","Kaolack Region"
Lesotho,2025-06-24,1,"-29.337210600940388,27.456843011246569",Maseru
Romania,2025-06-24,2,"47.6475145455101,26.267645106748212","Județul Suceava"
Ukraine,2025-06-24,3,"47.849166539473515,35.152483650563077","Zaporiz'ka oblast"
Kazakhstan,2025-06-24,4,"50.2852363638141,57.269314495864656","Aqtöbe oblısı"
Chile,2025-06-24,5,"-29.951807001197913,-71.359801343062344",Coquimbo
Brazil,2025-06-25,1,"-31.730588002879077,-52.32035158376253","Rio Grande do Sul"
Madagascar,2025-06-25,2,"-18.922713352244678,47.532004209986845",Analamanga
Malaysia,2025-06-25,3,"5.8653451029480852,117.94918892876211",Sabah
Indonesia,2025-06-25,4,"-6.6072203089051342,106.79309841435635","Jawa Barat"
Norway,2025-06-25,5,"61.594960861665335,9.7484935579159853",Innlandet
Italy,2025-06-26,1,"45.824320416411986,8.8295441458827089",Lombardia
"United States",2025-06-26,2,"35.50575084154088,-98.986732217612982",Oklahoma
Denmark,2025-06-26,3,"56.978983166528508,9.63444907639937","North Denmark Region"
Philippines,2025-06-26,4,"10.66459919174854,122.99007666762134","Negros Occidental"
Türkiye,2025-06-26,5,"40.985875880486454,27.507463636343118",Tekirdağ
"South Africa",2025-06-27,1,"-23.950602960797884,31.132318447943021",Limpopo
Sweden,2025-06-27,2,"57.326159211717794,17.009945624807326","Kalmar län"
Russia,2025-06-27,3,"59.569555709790606,150.78276218993452","Magadanskaya oblast'"
India,2025-06-27,4,"21.133668005676803,72.852592955158826",Gujarat
Australia,2025-06-27,5,"-34.176022039776313,142.1613922793635",Victoria
Canada,2025-06-28,1,"44.219270958185419,-76.510776101259808",Ontario
Spain,2025-06-28,2,"43.525235319800458,-5.6583310014371815",Asturias
Israel,2025-06-28,3,"32.811529865468181,34.984825176611857","Haifa District"
Brazil,2025-06-28,4,"-18.411291158531085,-49.128563307998867","Minas Gerais"
Argentina,2025-06-28,5,"-53.806868170132056,-67.769191682909948","Tierra del Fuego"
Italy,2025-06-29,1,"44.401579410119254,8.97729529567177",Liguria
Slovakia,2025-06-29,2,"48.990524415616591,21.233019313225572","Prešovský kraj"
Nepal,2025-06-29,3,"27.805117860647041,86.709801977699357","Koshi Province"
Peru,2025-06-29,4,"-13.431891371367458,-76.1449138177874",Ica
Greece,2025-06-29,5,"39.352097206118316,22.962079716334323",Thessalia
"South Korea",2025-06-30,1,"34.7838101656489,126.38535329311169",Jeollanam-do
Russia,2025-06-30,2,"57.338417186421225,28.361001243783679","Pskovskaya oblast'"
Indonesia,2025-06-30,3,"-7.6507305697901655,112.89916633156322","Jawa Timur"
Spain,2025-06-30,4,"37.392516453912158,-2.1361751715527855",Andalusia
Namibia,2025-06-30,5,"-22.561056625434002,17.069197029901964","Khomas Region"
Kenya,2025-07-01,1,"0.488693223707236,35.25849829129821","Uasin Gishu County"
Germany,2025-07-01,2,"51.318573961180434,9.4607751676532637",Hessen
Sweden,2025-07-01,3,"59.468976124000072,18.304052037350637","Stockholms län"
Ukraine,2025-07-01,4,"49.808479916716351,30.084821304139961","Kyivs'ka oblast"
Thailand,2025-07-01,5,"12.238890828606472,102.53459084533576","Chang Wat Trat"
Japan,2025-07-02,1,"34.806757990925966,132.84435742633272",Hiroshima
Nigeria,2025-07-02,2,"5.54475573724558,5.7452581461188332",Delta
Iceland,2025-07-02,3,"66.064855318518283,-23.125989051198207",Ísafjarðarbær
Brazil,2025-07-02,4,"-9.4117495488653464,-40.498525451813606",Bahia
Croatia,2025-07-02,5,"46.181129347353576,16.8501956166091","Koprivničko-križevačka županija"
Serbia,2025-07-03,1,"45.812297578120756,20.455462668681204","Severnobanatski okrug"
Poland,2025-07-03,2,"52.209521990991369,18.255069203801487","Województwo wielkopolskie"
Botswana,2025-07-03,3,"-20.471433466318452,22.706414998522359","North-West District"
Colombia,2025-07-03,4,"2.4333300976903218,-76.60988651031353",Cauca
Bermuda,2025-07-03,5,"32.257857854553258,-64.820513598890528","Southampton Parish"
Australia,2025-07-04,1,"-35.025102325461596,117.88995896318967","Western Australia"
Taiwan,2025-07-04,2,"22.605243052958915,120.31327682650668","Kaohsiung City"
"United Kingdom",2025-07-04,3,"55.0682609222703,-3.5806787069616695","Dumfries and Galloway"
"United States",2025-07-04,4,"42.554191969892862,-114.45538191677267",Idaho
Bulgaria,2025-07-04,5,"41.92778261588181,25.563172917330231",Haskovo
Czechia,2025-07-05,1,"49.711051195654953,14.906406118220605","Středočeský kraj"
Romania,2025-07-05,2,"44.126820631823207,24.361058355912604","Județul Olt"
Kenya,2025-07-05,3,"-1.4834319084440921,36.962715094588319","Nairobi County"
Malaysia,2025-07-05,4,"6.3576127317971265,99.755087624362275",Kedah
Russia,2025-07-05,5,"50.257079721218716,127.51527653576625","Amurskaya oblast'"
Peru,2025-07-06,1,"-16.359855346761726,-72.204479660207866",Arequipa
"United States",2025-07-06,2,"32.6843022251247,-115.48131136924655",California
Guatemala,2025-07-06,3,"14.675558474259216,-92.142465196099423","San Marcos Department"
Albania,2025-07-06,4,"41.185103244459192,19.565947183934181","Qarku i Tiranës"
Kazakhstan,2025-07-06,5,"49.701962856219922,72.576348321896887","Qarağandı oblısı"
Türkiye,2025-07-07,1,"39.576702134932269,32.116768747000208",Ankara
"US Virgin Islands",2025-07-07,2,"17.714812780529495,-64.883827181735015","St. Croix"
Ecuador,2025-07-07,3,"-0.96087315338214008,-80.705067808315832",Manabí
Italy,2025-07-07,4,"44.81209628504584,11.638493810777383",Emilia-Romagna
Iceland,2025-07-07,5,"65.898555151573433,-19.406535827353206",Skagafjörður
"United States",2025-07-08,1,"29.597628568729164,-95.627860990561118",Texas
Indonesia,2025-07-08,2,"-9.6377117571534381,119.41366141585448","East Nusa Tenggara"
Denmark,2025-07-08,3,"56.506259064925665,8.587902797757998","Central Denmark Region"
Spain,2025-07-08,4,"35.270473463231632,-2.94338191113658",Melilla
Serbia,2025-07-08,5,"45.260368032279175,19.799350950120022","Južnobački okrug"
Finland,2025-07-09,1,"59.824901009507947,22.934951037967931",Uusimaa
"South Africa",2025-07-09,2,"-28.801533851397689,32.080121711071705",KwaZulu-Natal
Brazil,2025-07-09,3,"-0.050513919071111926,-51.195012069831094",Amapá
Australia,2025-07-09,4,"-34.37753973431002,136.10308138505923","South Australia"
Mexico,2025-07-09,5,"25.804442789412185,-109.03835597330621",Sinaloa
Germany,2025-07-10,1,"50.58231,11.14382",Thüringen
India,2025-07-10,2,"19.341621007131039,72.824547619182866",Maharashtra
"South Africa",2025-07-10,3,"-28.3521259359066,30.52998716116241",KwaZulu-Natal
Bolivia,2025-07-10,4,"-16.502182989450855,-68.152559891103863","Departamento de La Paz"
Switzerland,2025-07-10,5,"46.992228417959311,6.9318107373665763",Neuchâtel
India,2025-07-11,1,"18.735787114140713,73.094687534352815",Maharashtra
Australia,2025-07-11,2,"-41.253514878288627,146.96490184807038",Tasmania
"United States",2025-07-11,3,"26.139883529193785,-98.054083527116717",Texas
Colombia,2025-07-11,4,"5.7097885945896252,-75.697277561988329",Antioquia
"United Kingdom",2025-07-11,5,"51.4317717137638,0.400988250940731",Kent
Canada,2025-07-12,1,"51.596089025874321,-55.533068277298092","Newfoundland and Labrador"
Germany,2025-07-12,2,"48.394640665923774,9.9833695602849915",Baden-Württemberg
Philippines,2025-07-12,3,"10.310915049719632,123.95133739604162",Cebu
"South Africa",2025-07-12,4,"-33.81021902604644,18.378494171147249","Western Cape"
Japan,2025-07-12,5,"34.773862005992335,136.10222503055911",Mie
Tunisia,2025-07-13,1,"36.793036424784205,10.164969810401638","Tunis Governorate"
Spain,2025-07-13,2,"40.962976863052887,-5.6674847580225567","Castilla y León"
Peru,2025-07-13,3,"-12.057323864954212,-77.080966296212438","Lima Province"
"South Korea",2025-07-13,4,"37.58768819816698,126.99361167105556",Seoul
Mongolia,2025-07-13,5,"47.915054955444418,106.91208156755012",Ulaanbaatar
Kazakhstan,2025-07-14,1,"43.679953607447167,51.161943269068125","Mangystau Region"
Greece,2025-07-14,2,"40.258031269660655,22.514414795362917","Central Macedonia"
Senegal,2025-07-14,3,"15.628147340607651,-16.2323979283513","Louga Region"
Chile,2025-07-14,4,"-39.808823238728444,-73.25565330733582","Los Ríos"
Latvia,2025-07-14,5,"56.126441671071191,27.011210877466265","Preiļu novads"
Türkiye,2025-07-15,1,"36.06549724536471,32.845197865640287",Mersin
Namibia,2025-07-15,2,"-17.78982068478895,15.712912832256237","Oshana Region"
Belgium,2025-07-15,3,"50.935029035497557,5.3567926923822879",Vlaanderen
Vietnam,2025-07-15,4,"10.951432989281688,106.84430993233062","Dong Nai"
"United States",2025-07-15,5,"30.412607110423782,-86.4946507349844",Florida
Serbia,2025-07-16,1,"44.826713141488874,20.447345326194629","Grad Beograd"
Brazil,2025-07-16,2,"-23.968502848434444,-46.345124632132269","São Paulo"
Indonesia,2025-07-16,3,"-10.791309047575096,123.00199060620855","East Nusa Tenggara"
Australia,2025-07-16,4,"-37.025631744861023,145.15199726070128",Victoria
Austria,2025-07-16,5,"47.384666132763321,15.09274869046174",Steiermark
Tunisia,2025-07-17,1,"34.795623776301426,10.852320267528205","Sfax Governorate"
Bhutan,2025-07-17,2,"27.481565509000081,89.360751804947157",Paro
Sweden,2025-07-17,3,"60.678146879048064,17.1744830469275","Gävleborgs län"
Brazil,2025-07-17,4,"-10.93993360130774,-37.068983082056796",Sergipe
"Cocos (Keeling) Islands",2025-07-17,5,"-12.119276485254497,96.896927589056986","Shire of Cocos"
Norway,2025-07-18,1,"65.475370055302378,12.225778566593853",Nordland
Argentina,2025-07-18,2,"-43.281755352162591,-65.316691980029859",Chubut
Spain,2025-07-18,3,"41.90282871417368,-8.877292484425789",Galicia
India,2025-07-18,4,"26.92168246993749,75.787275939996121",Rajasthan
Vietnam,2025-07-18,5,"20.94634636845279,107.02666598410214",Vietnam
Japan,2025-07-19,1,"39.007373552205308,141.64827044051353",Iwate
Russia,2025-07-19,2,"67.501808120442092,64.044434820330238","Respúblika Kómi"
"North Macedonia",2025-07-19,3,"42.004208345113362,20.975189053743467","Komuna e Tetovës"
Peru,2025-07-19,4,"-5.8859884485839169,-76.107295809892534",Loreto
"South Africa",2025-07-19,5,"-31.591702238466528,28.786964326844526","Eastern Cape"
Thailand,2025-07-20,1,"14.020876847082317,99.53394395665488","Chang Wat Kanchanaburi"
Chile,2025-07-20,2,"-27.37404908128816,-70.325181637596771",Atacama
Mexico,2025-07-20,3,"16.862118343999754,-99.870385156002214",Guerrero
Brazil,2025-07-20,4,"-23.35580503923283,-51.180148026917706",Paraná
Türkiye,2025-07-20,5,"37.753897584508863,30.263065032551033",Burdur
Namibia,2025-07-21,1,"-28.547425318669085,16.428458319781868","Karas Region"
Iceland,2025-07-21,2,"64.015508063847051,-16.974789024748929","Sveitarfélagið Hornafjörður"
Estonia,2025-07-21,3,"59.386520480462352,28.202905862206652","Ida-Viru maakond"
Indonesia,2025-07-21,4,"-8.4740232619809213,118.75319856567599","Nusa Tenggara Barat"
"United States",2025-07-21,5,"56.80696181764965,-132.95856125102989",Alaska
Germany,2025-07-22,1,"52.428873071272527,9.60268104797529",Niedersachsen
Brazil,2025-07-22,2,"-16.09958234401142,-57.64866326732335","Mato Grosso"
Spain,2025-07-22,3,"39.47168377576935,-6.3672553424443752",Extremadura
Philippines,2025-07-22,4,"13.394091863573868,121.17883588076843","Oriental Mindoro"
"United States",2025-07-22,5,"26.131683145267562,-81.8056823445371",Florida
Poland,2025-07-23,1,"54.4764871848715,17.031424606876644","Województwo pomorskie"
Greece,2025-07-23,2,"38.959723471314575,20.758234720178294",-
Mexico,2025-07-23,3,"28.191413142806994,-105.49439771565599",Chihuahua
"United Kingdom",2025-07-23,4,"53.743768592695453,-0.33129201116191109","Kingston upon Hull"
Australia,2025-07-23,5,"-23.44196513512777,144.3230985244019",Queensland
Ghana,2025-07-24,1,"6.6964391865901751,-1.6207966033298011","Ashanti Region"
Malta,2025-07-24,2,"35.876980353766321,14.43977916202553",Malta
Oman,2025-07-24,3,"23.236720532916891,56.505516755095577","Ad Dhahirah Governorate"
Indonesia,2025-07-24,4,"-3.7904881633319616,102.25261551826966",Bengkulu
Ecuador,2025-07-24,5,"0.35182082838069589,-78.1350731621223",Imbabura
"United States",2025-07-25,1,"42.463353352537212,-96.376033963951059",Iowa
Hungary,2025-07-25,2,"46.634308932938396,21.260099670248355","Békés County"
Mongolia,2025-07-25,3,"48.964232714030359,89.967341921728149",Bayan-Ölgii
"South Africa",2025-07-25,4,"-27.463475561247581,23.437031703299194","Northern Cape"
Italy,2025-07-25,5,"42.216614609613522,14.38946490327317",Abruzzo
Serbia,2025-07-26,1,"43.314531257260931,21.885724703078171","Nišavski okrug"
Romania,2025-07-26,2,"47.797929399327508,22.894462816185289","Județul Satu Mare"
"South Korea",2025-07-26,3,"36.034696865132489,129.37520792045856",Gyeongsangbuk-do
Argentina,2025-07-26,4,"-31.602124168738268,-68.466207733007565","San Juan"
Croatia,2025-07-26,5,"43.516021568622534,16.248616746452424","Splitsko-dalmatinska županija"
Austria,2025-07-27,1,"47.218853558705213,14.762618488790201",Steiermark
Slovenia,2025-07-27,2,"46.362649713314568,14.081922637341286",Radovljica
Colombia,2025-07-27,3,"11.235746996416557,-74.218172363196118",Magdalena
Jordan,2025-07-27,4,"32.276448171167047,35.892013289238022","Jerash Governorate"
Nigeria,2025-07-27,5,"9.9029389389363534,8.8719332587518238",Plateau
Belarus,2025-07-28,1,"53.9038613654751,27.558006747135238","Minskaja voblasć"
Vietnam,2025-07-28,2,"11.305305735908593,106.13278547422833","Tây Ninh"
Türkiye,2025-07-28,3,"39.870469901005848,44.516263078487924",Iğdır
